x,y,z
828,1.38485e-92,-0.000555556
829,2.23847e-92,0.000555556
830,1.63141e-92,-0.000555556
831,4.51467e-93,0.000555556
832,-4.82232e-93,-0.000555556
833,-8.01335e-93,0.000555556
834,-5.92129e-93,-0.000555556
835,-1.70541e-93,0.000555556
836,1.67682e-93,-0.000555556
837,2.86775e-93,0.000555556
838,2.14843e-93,-0.000555556
839,6.42627e-94,0.000555556
840,-5.82171e-94,-0.000555556
841,-1.02596e-93,0.000555556
842,-7.79258e-94,-0.000555556
843,-2.41605e-94,0.000555556
844,2.01789e-94,-0.000555556
845,3.66931e-94,0.000555556
846,2.82551e-94,-0.000555556
847,9.06472e-95,0.000555556
848,-6.98185e-95,-0.000555556
849,-1.31189e-94,0.000555556
850,-1.02416e-94,-0.000555556
851,-3.39449e-95,0.000555556
852,2.41105e-95,-0.000555556
853,4.68885e-95,0.000555556
854,3.7111e-95,-0.000555556
855,1.2689e-95,0.000555556
856,-8.30867e-96,-0.000555556
857,-1.6753e-95,0.000555556
858,-1.34431e-95,-0.000555556
859,-4.73558e-96,0.000555556
860,2.85669e-96,-0.000555556
861,5.98371e-96,0.000555556
862,4.86807e-96,-0.000555556
863,1.76465e-96,0.000555556
864,-9.79728e-97,-0.000555556
865,-2.13649e-96,0.000555556
866,-1.7623e-96,-0.000555556
867,-6.56638e-97,0.000555556
868,3.35079e-97,-0.000555556
869,7.6257e-97,0.000555556
870,6.37779e-97,-0.000555556
871,2.44015e-97,0.000555556
872,-1.14251e-97,-0.000555556
873,-2.72085e-97,0.000555556
874,-2.30743e-97,-0.000555556
875,-9.05664e-98,0.000555556
876,3.88228e-98,-0.000555556
877,9.70449e-98,0.000555556
878,8.34557e-98,-0.000555556
879,3.35743e-98,0.000555556
880,-1.31417e-98,-0.000555556
881,-3.46004e-98,0.000555556
882,-3.01755e-98,-0.000555556
883,-1.24328e-98,0.000555556
884,4.42924e-99,-0.000555556
885,1.23318e-98,0.000555556
886,1.09075e-98,-0.000555556
887,4.59912e-99,0.000555556
888,-1.48545e-99,-0.000555556
889,-4.39347e-99,0.000555556
890,-3.94154e-99,-0.000555556
891,-1.69962e-99,0.000555556
892,4.95348e-100,-0.000555556
893,1.56465e-99,0.000555556
894,1.42391e-99,-0.000555556
895,6.27508e-100,0.000555556
896,-1.64086e-100,-0.000555556
897,-5.57e-100,0.000555556
898,-5.14248e-100,-0.000555556
899,-2.31473e-100,0.000555556
900,5.39285e-101,-0.000555556
901,1.98205e-100,0.000555556
902,1.85669e-100,-0.000555556
903,8.53123e-101,0.000555556
904,-1.75576e-101,-0.000555556
905,-7.05007e-101,0.000555556
906,-6.70163e-101,-0.000555556
907,-3.14174e-101,0.000555556
908,5.65056e-102,-0.000555556
909,2.50661e-101,0.000555556
910,2.41824e-101,-0.000555556
911,1.15609e-101,0.000555556
912,-1.79238e-102,-0.000555556
913,-8.90818e-102,0.000555556
914,-8.72357e-102,-0.000555556
915,-4.25102e-102,0.000555556
916,5.58021e-103,-0.000555556
917,3.16444e-102,0.000555556
918,3.14607e-102,-0.000555556
919,1.56201e-102,0.000555556
920,-1.69427e-103,-0.000555556
921,-1.12358e-102,0.000555556
922,-1.13428e-102,-0.000555556
923,-5.7356e-103,0.000555556
924,4.96509e-104,-0.000555556
925,3.98752e-103,0.000555556
926,4.08837e-103,-0.000555556
927,2.10469e-103,0.000555556
928,-1.37859e-104,-0.000555556
929,-1.41446e-103,0.000555556
930,-1.47319e-103,-0.000555556
931,-7.71833e-104,0.000555556
932,3.48975e-105,-0.000555556
933,5.01487e-104,0.000555556
934,5.30698e-104,-0.000555556
935,2.82875e-104,0.000555556
936,-7.25613e-106,-0.000555556
937,-1.77707e-104,0.000555556
938,-1.91124e-104,-0.000555556
939,-1.03612e-104,0.000555556
940,7.00969e-107,-0.000555556
941,6.29383e-105,0.000555556
942,6.88115e-105,-0.000555556
943,3.79297e-105,0.000555556
944,4.35766e-107,-0.000555556
945,-2.22785e-105,0.000555556
946,-2.47678e-105,-0.000555556
947,-1.38775e-105,0.000555556
948,-4.04554e-107,-0.000555556
949,7.88148e-106,0.000555556
950,8.91236e-106,-0.000555556
951,5.07471e-106,0.000555556
952,2.34763e-107,-0.000555556
953,-2.78659e-106,0.000555556
954,-3.2061e-106,-0.000555556
955,-1.85476e-106,0.000555556
956,-1.16576e-107,-0.000555556
957,9.84623e-107,0.000555556
958,1.15303e-106,-0.000555556
959,6.7756e-107,0.000555556
960,5.34976e-108,-0.000555556
961,-3.47689e-107,0.000555556
962,-4.14556e-107,-0.000555556
963,-2.47399e-107,0.000555556
964,-2.34047e-108,-0.000555556
965,1.22694e-107,0.000555556
966,1.49006e-107,-0.000555556
967,9.02904e-108,0.000555556
968,9.91575e-109,-0.000555556
969,-4.32669e-108,0.000555556
970,-5.35431e-108,-0.000555556
971,-3.29372e-108,0.000555556
972,-4.1051e-109,-0.000555556
973,1.52467e-108,0.000555556
974,1.92345e-108,-0.000555556
975,1.20099e-108,0.000555556
976,1.67018e-109,-0.000555556
977,-5.36872e-109,0.000555556
978,-6.9077e-109,-0.000555556
979,-4.37724e-109,0.000555556
980,-6.70342e-110,-0.000555556
981,1.88897e-109,0.000555556
982,2.48007e-109,-0.000555556
983,1.5947e-109,0.000555556
984,2.66124e-110,-0.000555556
985,-6.64081e-110,0.000555556
986,-8.90164e-110,-0.000555556
987,-5.80731e-110,0.000555556
988,-1.04706e-110,-0.000555556
989,2.33262e-110,0.000555556
990,3.19412e-110,-0.000555556
991,2.11396e-110,0.000555556
992,4.08884e-111,-0.000555556
993,-8.18603e-111,0.000555556
994,-1.14579e-110,-0.000555556
995,-7.69211e-111,0.000555556
996,-1.58656e-111,-0.000555556
997,2.87005e-111,0.000555556
998,4.10899e-111,-0.000555556
999,2.79786e-111,0.000555556
